,Date,Open,High,Low,Close,Volume
0,1/2/2020 16:00:00,1341.55,1368.14,1341.55,1367.37,1406731.0
1,1/3/2020 16:00:00,1347.86,1372.5,1345.54,1360.66,1187006.0
2,1/6/2020 16:00:00,1350.0,1396.5,1350.0,1394.21,1733149.0
3,1/7/2020 16:00:00,1397.94,1402.99,1390.38,1393.34,1511693.0
4,1/8/2020 16:00:00,1392.08,1411.58,1390.84,1404.32,1529177.0
5,1/9/2020 16:00:00,1420.57,1427.33,1410.27,1419.83,1502664.0
6,1/10/2020 16:00:00,1427.56,1434.93,1418.35,1429.73,1821566.0
7,1/13/2020 16:00:00,1436.13,1440.52,1426.02,1439.23,1653482.0
8,1/14/2020 16:00:00,1439.01,1441.8,1428.37,1430.88,1560453.0
9,1/15/2020 16:00:00,1430.21,1441.4,1430.21,1439.2,1282685.0
10,1/16/2020 16:00:00,1447.44,1451.99,1440.92,1451.7,1173688.0
11,1/17/2020 16:00:00,1462.91,1481.3,1458.22,1480.39,2396215.0
12,1/21/2020 16:00:00,1479.12,1491.85,1471.2,1484.4,2036780.0
13,1/22/2020 16:00:00,1491.0,1503.21,1484.93,1485.95,1610846.0
14,1/23/2020 16:00:00,1487.64,1495.52,1482.1,1486.65,1351354.0
15,1/24/2020 16:00:00,1493.59,1495.5,1465.25,1466.71,1784644.0
16,1/27/2020 16:00:00,1431.0,1438.07,1421.2,1433.9,1755201.0
17,1/28/2020 16:00:00,1443.0,1456.0,1432.47,1452.56,1577422.0
18,1/29/2020 16:00:00,1458.8,1465.43,1446.74,1458.63,1078667.0
19,1/30/2020 16:00:00,1439.96,1457.28,1436.4,1455.84,1339421.0
20,1/31/2020 16:00:00,1468.9,1470.13,1428.53,1434.23,2417214.0
21,2/3/2020 16:00:00,1462.0,1490.0,1458.99,1485.94,3055216.0
22,2/4/2020 16:00:00,1457.07,1469.5,1426.3,1447.07,3932954.0
23,2/5/2020 16:00:00,1462.42,1463.84,1430.56,1448.23,1986157.0
24,2/6/2020 16:00:00,1450.33,1482.0,1449.57,1476.23,1679384.0
25,2/7/2020 16:00:00,1467.3,1485.84,1466.35,1479.23,1172270.0
26,2/10/2020 16:00:00,1474.32,1509.5,1474.32,1508.68,1419876.0
27,2/11/2020 16:00:00,1511.81,1529.63,1505.64,1508.79,1344633.0
28,2/12/2020 16:00:00,1514.48,1520.7,1508.11,1518.27,1167565.0
29,2/13/2020 16:00:00,1512.69,1527.18,1504.6,1514.66,929730.0
30,2/14/2020 16:00:00,1515.6,1520.74,1507.34,1520.74,1197836.0
31,2/18/2020 16:00:00,1515.0,1531.63,1512.59,1519.67,1121140.0
32,2/19/2020 16:00:00,1525.07,1532.11,1521.4,1526.69,949268.0
33,2/20/2020 16:00:00,1522.0,1529.64,1506.82,1518.15,1096552.0
34,2/21/2020 16:00:00,1508.03,1512.22,1480.44,1485.11,1732273.0
35,2/24/2020 16:00:00,1426.11,1436.97,1411.39,1421.59,2867053.0
36,2/25/2020 16:00:00,1433.0,1438.14,1382.4,1388.45,2478278.0
37,2/26/2020 16:00:00,1396.14,1415.7,1379.0,1393.18,2204037.0
38,2/27/2020 16:00:00,1362.06,1371.7,1317.17,1318.09,2978300.0
39,2/28/2020 16:00:00,1277.5,1341.14,1271.0,1339.33,3790618.0
40,3/2/2020 16:00:00,1351.61,1390.87,1326.82,1389.11,2431468.0
41,3/3/2020 16:00:00,1399.42,1410.15,1332.0,1341.39,2402326.0
42,3/4/2020 16:00:00,1359.23,1388.09,1343.11,1386.52,1913315.0
43,3/5/2020 16:00:00,1350.2,1358.91,1305.1,1319.04,2561288.0
44,3/6/2020 16:00:00,1277.06,1306.22,1261.05,1298.41,2660628.0
45,3/9/2020 16:00:00,1205.3,1254.76,1200.0,1215.56,3365365.0
46,3/10/2020 16:00:00,1260.0,1281.15,1218.77,1280.39,2611373.0
47,3/11/2020 16:00:00,1249.7,1260.96,1196.07,1215.41,2611229.0
48,3/12/2020 16:00:00,1126.0,1193.87,1113.3,1114.91,4226748.0
49,3/13/2020 16:00:00,1179.0,1219.76,1117.14,1219.73,3700125.0
50,3/16/2020 16:00:00,1096.0,1152.27,1074.44,1084.33,4252365.0
51,3/17/2020 16:00:00,1093.11,1130.86,1056.01,1119.8,3861489.0
52,3/18/2020 16:00:00,1056.51,1106.5,1037.28,1096.8,4233435.0
53,3/19/2020 16:00:00,1093.05,1157.97,1060.11,1115.29,3651106.0
54,3/20/2020 16:00:00,1135.72,1143.99,1065.49,1072.32,3601750.0
55,3/23/2020 16:00:00,1061.32,1071.32,1013.54,1056.62,4044137.0
56,3/24/2020 16:00:00,1103.77,1135.0,1090.62,1134.46,3344450.0
57,3/25/2020 16:00:00,1126.47,1148.9,1086.01,1102.49,4081528.0
58,3/26/2020 16:00:00,1111.8,1169.97,1093.53,1161.75,3573755.0
59,3/27/2020 16:00:00,1125.67,1150.67,1105.91,1110.71,3208495.0
60,3/30/2020 16:00:00,1125.04,1151.63,1096.48,1146.82,2574061.0
61,3/31/2020 16:00:00,1147.3,1175.31,1138.14,1162.81,2487983.0
62,4/1/2020 16:00:00,1122.0,1129.69,1097.45,1105.62,2344173.0
63,4/2/2020 16:00:00,1098.26,1126.86,1096.4,1120.84,1964881.0
64,4/3/2020 16:00:00,1119.02,1123.54,1079.81,1097.88,2313400.0
65,4/6/2020 16:00:00,1138.0,1194.66,1130.94,1186.92,2664723.0
66,4/7/2020 16:00:00,1221.0,1225.0,1182.23,1186.51,2387329.0
67,4/8/2020 16:00:00,1206.5,1219.07,1188.16,1210.28,1975135.0
68,4/9/2020 16:00:00,1224.08,1225.57,1196.74,1211.45,2175421.0
69,4/13/2020 16:00:00,1209.18,1220.51,1187.6,1217.56,1739828.0
70,4/14/2020 16:00:00,1245.09,1282.07,1236.93,1269.23,2470353.0
71,4/15/2020 16:00:00,1245.61,1280.46,1240.4,1262.47,1671703.0
72,4/16/2020 16:00:00,1274.1,1279.0,1242.62,1263.47,2518099.0
73,4/17/2020 16:00:00,1284.85,1294.43,1271.23,1283.25,1949042.0
74,4/20/2020 16:00:00,1271.0,1281.6,1261.37,1266.61,1695488.0
75,4/21/2020 16:00:00,1247.0,1254.27,1209.71,1216.34,2153003.0
76,4/22/2020 16:00:00,1245.54,1285.61,1242.0,1263.21,2093140.0
77,4/23/2020 16:00:00,1271.55,1293.31,1265.67,1276.31,1566203.0
78,4/24/2020 16:00:00,1261.17,1280.4,1249.45,1279.31,1640394.0
79,4/27/2020 16:00:00,1296.0,1296.15,1269.0,1275.88,1600563.0
80,4/28/2020 16:00:00,1287.93,1288.05,1232.2,1233.67,2951309.0
81,4/29/2020 16:00:00,1341.46,1359.99,1325.34,1341.48,3793630.0
82,4/30/2020 16:00:00,1324.88,1352.82,1322.49,1348.66,2668906.0
83,5/1/2020 16:00:00,1328.5,1352.07,1311.0,1320.61,2072639.0
84,5/4/2020 16:00:00,1308.23,1327.66,1299.0,1326.8,1504017.0
85,5/5/2020 16:00:00,1337.92,1373.94,1337.46,1351.11,1651533.0
86,5/6/2020 16:00:00,1361.69,1371.12,1347.29,1347.3,1215423.0
87,5/7/2020 16:00:00,1365.94,1377.6,1355.27,1372.56,1399759.0
88,5/8/2020 16:00:00,1383.13,1398.76,1375.48,1388.37,1388068.0
89,5/11/2020 16:00:00,1378.28,1416.53,1377.15,1403.26,1412116.0
90,5/12/2020 16:00:00,1407.12,1415.0,1374.77,1375.74,1390600.0
91,5/13/2020 16:00:00,1377.05,1385.48,1328.4,1349.33,1812585.0
92,5/14/2020 16:00:00,1335.02,1357.42,1323.91,1356.13,1603077.0
93,5/15/2020 16:00:00,1350.0,1374.48,1339.0,1373.19,1707747.0
94,5/18/2020 16:00:00,1361.75,1392.33,1354.25,1383.94,1823964.0
95,5/19/2020 16:00:00,1387.0,1392.0,1373.49,1373.49,1280649.0
96,5/20/2020 16:00:00,1389.58,1410.42,1387.25,1406.72,1655375.0
97,5/21/2020 16:00:00,1408.0,1415.49,1393.45,1402.8,1385194.0
98,5/22/2020 16:00:00,1396.71,1412.76,1391.83,1410.42,1309408.0
99,5/26/2020 16:00:00,1437.27,1441.0,1412.13,1417.02,2060643.0
100,5/27/2020 16:00:00,1417.25,1421.74,1391.29,1417.84,1686142.0
101,5/28/2020 16:00:00,1396.86,1440.84,1396.0,1416.73,1693976.0
102,5/29/2020 16:00:00,1416.94,1432.57,1413.35,1428.92,1838059.0
103,6/1/2020 16:00:00,1418.39,1437.96,1418.0,1431.82,1217140.0
104,6/2/2020 16:00:00,1430.55,1439.61,1418.83,1439.22,1278128.0
105,6/3/2020 16:00:00,1438.3,1446.55,1429.78,1436.38,1256186.0
106,6/4/2020 16:00:00,1430.4,1438.96,1404.73,1412.18,1484272.0
107,6/5/2020 16:00:00,1413.17,1445.05,1406.0,1438.39,1735244.0
108,6/8/2020 16:00:00,1422.34,1447.99,1422.34,1446.61,1404178.0
109,6/9/2020 16:00:00,1445.36,1468.0,1443.21,1456.16,1409249.0
110,6/10/2020 16:00:00,1459.54,1474.26,1456.27,1465.85,1525153.0
111,6/11/2020 16:00:00,1442.48,1454.48,1402.0,1403.84,1991332.0
112,6/12/2020 16:00:00,1428.49,1437.0,1386.02,1413.18,1946367.0
113,6/15/2020 16:00:00,1390.8,1424.8,1387.92,1419.85,1506096.0
114,6/16/2020 16:00:00,1445.22,1455.02,1425.9,1442.72,1711614.0
115,6/17/2020 16:00:00,1447.16,1460.0,1431.38,1451.12,1549615.0
116,6/18/2020 16:00:00,1449.16,1451.41,1427.01,1435.96,1581916.0
117,6/19/2020 16:00:00,1444.0,1447.8,1421.35,1431.72,3157875.0
118,6/22/2020 16:00:00,1429.0,1452.75,1423.21,1451.86,1542440.0
119,6/23/2020 16:00:00,1455.64,1475.94,1445.24,1464.41,1429764.0
120,6/24/2020 16:00:00,1461.51,1475.42,1429.75,1431.97,1756022.0
121,6/25/2020 16:00:00,1429.9,1442.9,1420.0,1441.33,1230474.0
122,6/26/2020 16:00:00,1431.39,1433.45,1351.99,1359.9,4267698.0
123,6/29/2020 16:00:00,1358.18,1395.6,1347.01,1394.97,1810180.0
124,6/30/2020 16:00:00,1390.44,1418.65,1383.96,1413.61,2042381.0
125,7/1/2020 16:00:00,1411.1,1443.0,1409.82,1438.04,1775167.0
126,7/2/2020 16:00:00,1446.94,1482.95,1446.42,1464.7,1859480.0
127,7/6/2020 16:00:00,1480.06,1506.59,1472.86,1495.7,1563997.0
128,7/7/2020 16:00:00,1490.0,1516.8,1483.55,1485.18,1458172.0
129,7/8/2020 16:00:00,1494.32,1505.88,1485.63,1496.0,1249658.0
130,7/9/2020 16:00:00,1506.45,1522.72,1488.09,1510.99,1423322.0
131,7/10/2020 16:00:00,1506.15,1543.83,1496.54,1541.74,1856704.0
132,7/13/2020 16:00:00,1550.0,1577.13,1505.24,1511.34,1846424.0
133,7/14/2020 16:00:00,1490.31,1522.95,1483.5,1520.58,1585016.0
134,7/15/2020 16:00:00,1523.13,1535.33,1498.0,1513.64,1610684.0
135,7/16/2020 16:00:00,1500.0,1518.69,1486.31,1518.0,1519345.0
136,7/17/2020 16:00:00,1521.62,1523.44,1498.42,1515.55,1457010.0
137,7/20/2020 16:00:00,1515.26,1570.29,1503.6,1565.72,1557252.0
138,7/21/2020 16:00:00,1586.99,1586.99,1554.28,1558.42,1218645.0
139,7/22/2020 16:00:00,1560.5,1570.0,1546.1,1568.49,931985.0
140,7/23/2020 16:00:00,1566.97,1571.87,1507.39,1515.68,1627634.0
141,7/24/2020 16:00:00,1498.93,1517.64,1488.4,1511.87,1544404.0
142,7/27/2020 16:00:00,1515.6,1540.97,1515.21,1530.2,1245980.0
143,7/28/2020 16:00:00,1525.18,1526.48,1497.66,1500.34,1702174.0
144,7/29/2020 16:00:00,1506.32,1531.25,1501.33,1522.02,1106534.0
145,7/30/2020 16:00:00,1497.0,1537.87,1492.22,1531.45,1671396.0
146,7/31/2020 16:00:00,1505.01,1508.95,1454.03,1482.96,3429036.0
147,8/3/2020 16:00:00,1486.64,1490.47,1465.64,1474.45,2331514.0
148,8/4/2020 16:00:00,1476.57,1485.56,1458.65,1464.97,1903489.0
149,8/5/2020 16:00:00,1469.3,1482.41,1463.46,1473.61,1979957.0
150,8/6/2020 16:00:00,1471.75,1502.39,1466.0,1500.1,1995368.0
151,8/7/2020 16:00:00,1500.0,1516.85,1481.64,1494.49,1577826.0
152,8/10/2020 16:00:00,1487.18,1504.08,1473.08,1496.1,1289530.0
153,8/11/2020 16:00:00,1492.44,1510.0,1478.0,1480.32,1454365.0
154,8/12/2020 16:00:00,1485.58,1512.39,1485.25,1506.62,1437655.0
155,8/13/2020 16:00:00,1510.34,1537.25,1508.01,1518.45,1455208.0
156,8/14/2020 16:00:00,1515.66,1521.9,1502.88,1507.73,1355200.0
157,8/17/2020 16:00:00,1514.67,1525.61,1507.97,1517.98,1378600.0
158,8/18/2020 16:00:00,1526.18,1562.47,1523.71,1558.6,2027086.0
159,8/19/2020 16:00:00,1553.31,1573.68,1543.95,1547.53,1660611.0
160,8/20/2020 16:00:00,1543.45,1585.87,1538.2,1581.75,1706877.0
161,8/21/2020 16:00:00,1577.03,1597.72,1568.01,1580.42,1446453.0
162,8/24/2020 16:00:00,1593.98,1614.17,1580.57,1588.2,1410229.0
163,8/25/2020 16:00:00,1582.07,1611.62,1582.07,1608.22,2132084.0
164,8/26/2020 16:00:00,1608.0,1659.22,1603.6,1652.38,3581072.0
165,8/27/2020 16:00:00,1653.68,1655.0,1625.75,1634.33,1861602.0
166,8/28/2020 16:00:00,1633.49,1647.17,1630.75,1644.41,1499782.0
167,8/31/2020 16:00:00,1647.89,1647.97,1630.31,1634.18,1823406.0
168,9/1/2020 16:00:00,1636.63,1665.73,1632.22,1660.71,1826655.0
169,9/2/2020 16:00:00,1673.78,1733.18,1666.33,1728.28,2511180.0
170,9/3/2020 16:00:00,1709.71,1709.71,1615.06,1641.84,3107763.0
171,9/4/2020 16:00:00,1624.26,1645.11,1547.61,1591.04,2608568.0
172,9/8/2020 16:00:00,1533.51,1563.87,1528.01,1532.39,2610884.0
173,9/9/2020 16:00:00,1557.53,1569.0,1536.05,1556.96,1774704.0
174,9/10/2020 16:00:00,1560.64,1584.08,1525.81,1532.02,1618557.0
175,9/11/2020 16:00:00,1536.0,1575.2,1497.36,1520.72,1597087.0
176,9/14/2020 16:00:00,1539.01,1564.0,1515.74,1519.28,1696589.0
177,9/15/2020 16:00:00,1536.0,1559.57,1531.84,1541.44,1331082.0
178,9/16/2020 16:00:00,1555.54,1562.0,1519.82,1520.9,1312299.0
179,9/17/2020 16:00:00,1496.0,1508.3,1470.0,1495.53,1879751.0
180,9/18/2020 16:00:00,1498.01,1503.0,1437.13,1459.99,3103882.0
181,9/21/2020 16:00:00,1440.06,1448.36,1406.55,1431.16,2888827.0
182,9/22/2020 16:00:00,1450.09,1469.52,1434.53,1465.46,1583201.0
183,9/23/2020 16:00:00,1458.78,1460.96,1407.7,1415.21,1657350.0
184,9/24/2020 16:00:00,1411.03,1443.71,1409.85,1428.29,1450216.0
185,9/25/2020 16:00:00,1432.63,1450.0,1413.34,1444.96,1323375.0
186,9/28/2020 16:00:00,1474.21,1476.8,1449.3,1464.52,2007941.0
187,9/29/2020 16:00:00,1470.39,1476.66,1458.81,1469.33,979102.0
188,9/30/2020 16:00:00,1466.8,1489.75,1459.88,1469.6,1701608.0
189,10/1/2020 16:00:00,1484.27,1499.04,1479.21,1490.09,1779497.0
190,10/2/2020 16:00:00,1462.03,1483.2,1450.92,1458.42,1284071.0
191,10/5/2020 16:00:00,1466.21,1488.21,1464.27,1486.02,1113257.0
192,10/6/2020 16:00:00,1475.58,1486.76,1448.59,1453.44,1245423.0
193,10/7/2020 16:00:00,1464.29,1468.96,1436.0,1460.29,1746156.0
194,10/8/2020 16:00:00,1465.09,1490.0,1465.09,1485.93,1187831.0
195,10/9/2020 16:00:00,1494.7,1516.52,1489.45,1515.22,1435542.0
196,10/12/2020 16:00:00,1543.0,1593.86,1532.57,1569.15,2482560.0
197,10/13/2020 16:00:00,1583.73,1590.0,1563.2,1571.68,1601043.0
198,10/14/2020 16:00:00,1578.59,1587.68,1550.53,1568.08,1930990.0
199,10/15/2020 16:00:00,1547.15,1575.11,1545.03,1559.13,1540817.0
200,10/16/2020 16:00:00,1565.85,1581.13,1563.0,1573.01,1435137.0
201,10/19/2020 16:00:00,1580.46,1588.15,1528.0,1534.61,1607075.0
202,10/20/2020 16:00:00,1527.05,1577.5,1525.67,1555.93,2242572.0
203,10/21/2020 16:00:00,1573.33,1618.73,1571.63,1593.31,2568345.0
204,10/22/2020 16:00:00,1593.05,1621.99,1585.0,1615.33,1434042.0
205,10/23/2020 16:00:00,1626.07,1642.36,1620.51,1641.0,1375844.0
206,10/26/2020 16:00:00,1625.01,1638.24,1576.5,1590.45,1853254.0
207,10/27/2020 16:00:00,1595.67,1606.85,1582.78,1604.26,1229002.0
208,10/28/2020 16:00:00,1559.74,1561.35,1514.62,1516.62,1833959.0
209,10/29/2020 16:00:00,1522.36,1593.71,1522.24,1567.24,2003064.0
210,10/30/2020 16:00:00,1672.11,1687.0,1604.46,1621.01,4330862.0
211,11/2/2020 16:00:00,1628.16,1660.77,1616.03,1626.03,2535446.0
212,11/3/2020 16:00:00,1631.78,1661.7,1616.62,1650.21,1661653.0
213,11/4/2020 16:00:00,1710.28,1771.37,1706.03,1749.13,3570927.0
214,11/5/2020 16:00:00,1781.0,1793.64,1750.51,1763.37,2065812.0
215,11/6/2020 16:00:00,1753.95,1772.43,1740.35,1761.75,1661225.0
216,11/9/2020 16:00:00,1790.9,1818.06,1760.02,1763.0,2268270.0
217,11/10/2020 16:00:00,1731.09,1763.0,1717.3,1740.39,2636142.0
218,11/11/2020 16:00:00,1750.0,1764.22,1747.37,1752.71,1263966.0
219,11/12/2020 16:00:00,1747.63,1768.27,1745.6,1749.84,1248754.0
220,11/13/2020 16:00:00,1757.63,1781.04,1744.55,1777.02,1500574.0
221,11/16/2020 16:00:00,1771.7,1799.07,1767.69,1781.38,1246785.0
222,11/17/2020 16:00:00,1776.94,1785.0,1767.0,1770.15,1147114.0
223,11/18/2020 16:00:00,1765.23,1773.47,1746.14,1746.78,1173466.0
224,11/19/2020 16:00:00,1738.38,1769.59,1737.01,1763.92,1249910.0
225,11/20/2020 16:00:00,1765.21,1774.0,1741.86,1742.19,2313655.0
226,11/23/2020 16:00:00,1749.6,1753.9,1717.72,1734.86,2161975.0
227,11/24/2020 16:00:00,1730.5,1771.6,1727.69,1768.88,1579703.0
228,11/25/2020 16:00:00,1772.89,1778.54,1756.54,1771.43,1046122.0
